complaint_id,timestamp,city,complaint_type,phone_hash,bank_ref,description,lat,lon,withdrawal_flag,withdrawal_atm_id,withdrawal_time
CMP-2022-1185,2022-03-14 05:59:38,Bengaluru,Loan Fraud,c025caa17fd51d4e,BOB862899,Fraudulent loan approved in victim's name; money diverted to mule account.,12.93969,77.55642,no,,
CMP-2019-1186,2019-08-26 07:04:23,Bengaluru,Investment Scam,a07ecac7ca95e154,YESB908667,Victim lured into fake crypto/stock investment platform and lost deposits.,12.89123,77.55555,no,,
CMP-2022-1187,2022-11-09 09:58:17,Kolkata,Credit Card Fraud,65d4f39e01b53da3,ICICI200022,Card details skimmed online; multiple unauthorized international charges.,22.59087,88.2762,no,,
CMP-2022-1188,2022-07-24 03:50:48,Mumbai,Credit Card Fraud,86aa252df7e6cd02,UNION978780,Card details skimmed online; multiple unauthorized international charges.,19.06805,72.94461,no,,
CMP-2020-1189,2020-05-24 06:05:11,Madurai,OTP Scam,419f20c5d0849b2a,YESB426584,Victim shared OTP with caller impersonating bank support; funds transferred.,9.99735,78.2201,yes,ATM-0353,2020-05-25 22:47:20
CMP-2021-1190,2021-06-09 17:11:55,Chennai,Lottery Scam,8b456d3d796dc00e,AXIS891714,Victim paid processing fee for fake lottery winnings and lost money.,13.10142,80.26732,no,,
CMP-2024-1191,2024-10-03 05:02:53,Bengaluru,KYC Fraud,cc5091c1ba241336,BOB639420,Fraudster posing as bank official updated KYC and drained the account.,12.98804,77.66651,no,,
CMP-2024-1192,2024-07-11 09:58:44,Pune,UPI Fraud,1ab94e526f4bc167,SBIN893653,Unauthorized UPI transaction initiated from victim's account via social engineering.,18.37449,73.86268,yes,ATM-0102,2024-07-12 17:29:10
CMP-2024-1193,2024-10-30 11:14:43,Chennai,Loan Fraud,06bebf7fa1e6b172,SBIN756581,Fraudulent loan approved in victim's name; money diverted to mule account.,13.17365,80.26686,no,,
CMP-2022-1194,2022-04-13 15:55:12,Pune,Phishing,3de01fd9fee3c0ef,ICICI556633,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,18.66912,73.92268,no,,
CMP-2020-1195,2020-08-16 23:55:25,Kolkata,Investment Scam,c6bdea1ad52ff7f7,UNION781805,Victim lured into fake crypto/stock investment platform and lost deposits.,22.47238,88.30096,no,,
CMP-2023-1196,2023-10-25 23:09:25,Coimbatore,KYC Fraud,ace8e4fcf78b836f,UNION363443,Fraudster posing as bank official updated KYC and drained the account.,11.00843,76.86899,yes,ATM-0383,2023-10-28 03:00:23
CMP-2024-1197,2024-02-11 14:24:01,Delhi,Credit Card Fraud,b77a8be157eef0f6,BOB110298,Card details skimmed online; multiple unauthorized international charges.,28.64941,77.00627,no,,
CMP-2024-1198,2024-12-16 08:13:46,Chennai,Lottery Scam,ed0d50faefda93a2,AXIS308947,Victim paid processing fee for fake lottery winnings and lost money.,13.14091,80.28202,yes,ATM-0032,2024-12-18 05:13:39
CMP-2022-1199,2022-07-26 10:47:36,Mumbai,KYC Fraud,c2b9992f594d8492,CNRB337009,Fraudster posing as bank official updated KYC and drained the account.,19.02949,72.73194,yes,ATM-0146,2022-07-28 21:53:15
CMP-2024-1200,2024-03-16 23:48:38,Lucknow,Lottery Scam,9858da6f1c7ace33,UNION904246,Victim paid processing fee for fake lottery winnings and lost money.,26.81768,80.87262,no,,
CMP-2022-1201,2022-12-15 16:11:03,Mumbai,Investment Scam,6f49863186711e00,ICICI866150,Victim lured into fake crypto/stock investment platform and lost deposits.,18.99093,72.7812,no,,
CMP-2019-1202,2019-10-05 14:36:27,Jaipur,Investment Scam,3a22e24d9020bde2,YESB446198,Victim lured into fake crypto/stock investment platform and lost deposits.,26.9351,75.89332,no,,
CMP-2024-1203,2024-10-18 22:47:27,Coimbatore,Investment Scam,e1cdbc9c7f4f2737,BOB319473,Victim lured into fake crypto/stock investment platform and lost deposits.,10.91723,77.04081,no,,
CMP-2019-1204,2019-07-20 02:55:53,Madurai,Investment Scam,6aa1c340c4c73858,SBIN272824,Victim lured into fake crypto/stock investment platform and lost deposits.,9.91784,77.96987,yes,ATM-0027,2019-07-20 12:47:37
CMP-2023-1205,2023-11-04 15:36:46,Pune,OTP Scam,b6568c3e3d9a2273,PNB624681,Victim shared OTP with caller impersonating bank support; funds transferred.,18.5984,73.77893,yes,ATM-0198,2023-11-06 18:27:45
CMP-2021-1206,2021-02-16 18:52:47,Patna,SIM Swap,093e06d82db67995,CNRB181998,SIM swapped without consent; OTPs intercepted and account emptied.,25.70909,85.24026,no,,
CMP-2024-1207,2024-09-02 13:38:33,Patna,Lottery Scam,476373e6cbd3cbe0,SBIN980673,Victim paid processing fee for fake lottery winnings and lost money.,25.57527,85.12009,no,,
CMP-2020-1208,2020-07-02 22:20:41,Mumbai,SIM Swap,6772bd5fff5e00b2,KOTAK286659,SIM swapped without consent; OTPs intercepted and account emptied.,18.93359,72.83741,no,,
CMP-2023-1209,2023-01-08 01:20:09,Coimbatore,Loan Fraud,deb72d2d0fbee4d0,UNION686986,Fraudulent loan approved in victim's name; money diverted to mule account.,11.12969,77.08198,yes,ATM-0192,2023-01-08 14:13:27
CMP-2023-1210,2023-06-27 01:17:48,Chennai,Debit Card Fraud,c47b508b4383ea86,KOTAK651553,Card cloned at compromised POS terminal; cash withdrawn from ATM.,12.99117,80.29656,yes,ATM-0189,2023-06-29 19:14:05
CMP-2022-1211,2022-01-06 14:53:09,Chennai,Investment Scam,3c3958922d00a8d3,HDFC778657,Victim lured into fake crypto/stock investment platform and lost deposits.,13.01519,80.26432,yes,ATM-0357,2022-01-08 17:35:34
CMP-2020-1212,2020-08-23 17:09:24,Chennai,Investment Scam,150ccbc0bc499090,HDFC852908,Victim lured into fake crypto/stock investment platform and lost deposits.,13.21097,80.41987,no,,
CMP-2021-1213,2021-12-10 05:57:38,Ahmedabad,SIM Swap,3ea216f57736fe23,ICICI140048,SIM swapped without consent; OTPs intercepted and account emptied.,22.98336,72.60528,no,,
CMP-2023-1214,2023-03-27 01:21:05,Delhi,Credit Card Fraud,b67d3ad10d81b680,YESB974579,Card details skimmed online; multiple unauthorized international charges.,28.80784,76.96931,no,,
CMP-2019-1215,2019-05-17 13:19:21,Mumbai,SIM Swap,395cb9a486cfbc10,AXIS786927,SIM swapped without consent; OTPs intercepted and account emptied.,19.1102,72.7327,no,,
CMP-2024-1216,2024-02-02 11:19:39,Kolkata,Credit Card Fraud,40dff555e86a0cb9,KOTAK641422,Card details skimmed online; multiple unauthorized international charges.,22.42685,88.41325,yes,ATM-0342,2024-02-04 11:32:30
CMP-2019-1217,2019-05-23 07:35:18,Patna,SIM Swap,a58907977158c675,PNB188047,SIM swapped without consent; OTPs intercepted and account emptied.,25.49588,85.00095,no,,
CMP-2023-1218,2023-02-17 23:28:45,Pune,Credit Card Fraud,0478a5ca5731efe3,HDFC426279,Card details skimmed online; multiple unauthorized international charges.,18.45253,73.81191,yes,ATM-0291,2023-02-20 11:40:43
CMP-2019-1219,2019-07-08 15:13:54,Indore,OTP Scam,be855c13003012d8,ICICI194960,Victim shared OTP with caller impersonating bank support; funds transferred.,22.62435,75.73363,yes,ATM-0321,2019-07-11 12:46:00
CMP-2023-1220,2023-08-07 21:20:22,Madurai,Phishing,fee544e7d3038046,KOTAK582711,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,9.79958,78.18708,yes,ATM-0349,2023-08-09 19:35:11
CMP-2024-1221,2024-05-29 03:22:55,Bengaluru,Credit Card Fraud,e7f65cc0ca473436,HDFC497735,Card details skimmed online; multiple unauthorized international charges.,13.03337,77.498,yes,ATM-0162,2024-05-30 09:11:20
CMP-2024-1222,2024-01-05 02:06:52,Hyderabad,Debit Card Fraud,640cacb0e2f2444a,PNB371952,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.44427,78.41606,no,,
CMP-2022-1223,2022-06-21 22:09:32,Kolkata,SIM Swap,d9275d94070d2243,SBIN138515,SIM swapped without consent; OTPs intercepted and account emptied.,22.7075,88.38947,yes,ATM-0292,2022-06-22 13:19:36
CMP-2023-1224,2023-03-19 11:49:32,Kolkata,Lottery Scam,be2663926224f672,KOTAK833640,Victim paid processing fee for fake lottery winnings and lost money.,22.71315,88.37938,no,,
CMP-2020-1225,2020-08-12 06:28:21,Jaipur,Debit Card Fraud,57d4096a9cc47882,AXIS590406,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.84065,75.91388,no,,
CMP-2022-1226,2022-10-14 18:28:51,Ahmedabad,Credit Card Fraud,2d53b11ae4ad6dd7,UNION438680,Card details skimmed online; multiple unauthorized international charges.,22.98418,72.53477,no,,
CMP-2019-1227,2019-03-16 03:57:25,Coimbatore,UPI Fraud,13a687b6f0c51dcb,KOTAK108281,Unauthorized UPI transaction initiated from victim's account via social engineering.,10.91443,76.94845,yes,ATM-0052,2019-03-16 17:25:44
CMP-2021-1228,2021-02-23 09:18:37,Delhi,OTP Scam,0d100ec6d20f36f3,SBIN888576,Victim shared OTP with caller impersonating bank support; funds transferred.,28.56062,77.19527,no,,
CMP-2022-1229,2022-06-15 22:33:14,Pune,Loan Fraud,53714a9567280ad3,AXIS364843,Fraudulent loan approved in victim's name; money diverted to mule account.,18.58741,73.88698,no,,
CMP-2021-1230,2021-05-28 22:14:05,Chennai,Debit Card Fraud,c1599afa4a8da844,CNRB213094,Card cloned at compromised POS terminal; cash withdrawn from ATM.,13.059,80.35292,no,,
CMP-2021-1231,2021-05-28 01:02:40,Chennai,Credit Card Fraud,a75a3f8a1673008f,SBIN415183,Card details skimmed online; multiple unauthorized international charges.,13.19868,80.41027,no,,
CMP-2020-1232,2020-03-10 19:56:00,Lucknow,Credit Card Fraud,b692771891aaa622,KOTAK926874,Card details skimmed online; multiple unauthorized international charges.,26.98467,81.0873,yes,ATM-0073,2020-03-13 05:38:26
CMP-2021-1233,2021-10-02 00:59:30,Delhi,OTP Scam,4dc8eaed25d870e2,SBIN310141,Victim shared OTP with caller impersonating bank support; funds transferred.,28.81899,77.04288,yes,ATM-0121,2021-10-04 14:45:02
CMP-2021-1234,2021-08-14 11:29:11,Coimbatore,Debit Card Fraud,5f9b64326216d9a6,CNRB986747,Card cloned at compromised POS terminal; cash withdrawn from ATM.,11.09948,76.80728,yes,ATM-0052,2021-08-15 21:23:02
CMP-2023-1235,2023-02-13 17:58:41,Coimbatore,Debit Card Fraud,c98f6e048f3e0222,YESB971730,Card cloned at compromised POS terminal; cash withdrawn from ATM.,11.00585,76.87862,no,,
CMP-2021-1236,2021-04-29 04:11:12,Kolkata,Credit Card Fraud,4149edb367d409e4,KOTAK396951,Card details skimmed online; multiple unauthorized international charges.,22.66854,88.43301,yes,ATM-0202,2021-04-30 18:38:34
CMP-2021-1237,2021-01-29 23:39:50,Surat,Investment Scam,1c1a4a78d52952c3,AXIS738081,Victim lured into fake crypto/stock investment platform and lost deposits.,21.07365,72.75165,yes,ATM-0257,2021-02-01 10:56:13
CMP-2022-1238,2022-08-30 18:01:48,Madurai,Loan Fraud,6bdf0198eb82e129,AXIS244787,Fraudulent loan approved in victim's name; money diverted to mule account.,9.92518,77.98307,yes,ATM-0048,2022-08-31 18:28:49
CMP-2022-1239,2022-12-04 00:17:55,Pune,Credit Card Fraud,566dc09a4afaf367,PNB505605,Card details skimmed online; multiple unauthorized international charges.,18.57298,73.8509,yes,ATM-0216,2022-12-04 13:13:26
CMP-2021-1240,2021-05-22 11:47:51,Jaipur,UPI Fraud,3d67a7eb702b3bf0,ICICI463108,Unauthorized UPI transaction initiated from victim's account via social engineering.,26.96822,75.66772,no,,
CMP-2023-1241,2023-10-27 13:53:12,Chennai,Credit Card Fraud,996bee341fd026ee,SBIN702597,Card details skimmed online; multiple unauthorized international charges.,13.08479,80.32659,yes,ATM-0335,2023-10-30 11:00:03
CMP-2021-1242,2021-05-30 03:10:15,Madurai,Phishing,b10e630df13a8cd4,YESB371213,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,9.99782,78.00459,no,,
CMP-2024-1243,2024-06-12 21:21:37,Jaipur,KYC Fraud,ed77171a1d028f1d,BOB846610,Fraudster posing as bank official updated KYC and drained the account.,26.86292,75.79781,yes,ATM-0092,2024-06-15 19:58:23
CMP-2022-1244,2022-03-10 23:31:27,Pune,UPI Fraud,d06e1c64adeb8aad,HDFC453491,Unauthorized UPI transaction initiated from victim's account via social engineering.,18.65486,73.91897,yes,ATM-0264,2022-03-13 10:02:54
CMP-2023-1245,2023-05-14 05:37:51,Ahmedabad,Loan Fraud,92c242cf2fc2ffdd,BOB395398,Fraudulent loan approved in victim's name; money diverted to mule account.,22.88445,72.68177,no,,
CMP-2019-1246,2019-04-20 17:03:55,Lucknow,KYC Fraud,8fd1184b2d625a68,YESB453854,Fraudster posing as bank official updated KYC and drained the account.,26.8992,81.02625,yes,ATM-0137,2019-04-21 05:56:02
CMP-2021-1247,2021-02-20 22:27:35,Chennai,OTP Scam,d4607f7b92969129,PNB766876,Victim shared OTP with caller impersonating bank support; funds transferred.,12.94338,80.1542,no,,
CMP-2022-1248,2022-03-10 00:13:28,Pune,Debit Card Fraud,ce764c8d46b8bb19,ICICI660972,Card cloned at compromised POS terminal; cash withdrawn from ATM.,18.39877,73.92474,no,,
CMP-2021-1249,2021-08-02 12:59:28,Hyderabad,KYC Fraud,9ff33f9dd61ada59,UNION355958,Fraudster posing as bank official updated KYC and drained the account.,17.51063,78.60777,no,,
CMP-2023-1250,2023-12-03 16:25:00,Lucknow,OTP Scam,773456b2e4faa796,ICICI442452,Victim shared OTP with caller impersonating bank support; funds transferred.,26.80854,80.84023,no,,
CMP-2022-1251,2022-10-29 10:50:12,Indore,UPI Fraud,35c6adef4bc2ad4e,CNRB860636,Unauthorized UPI transaction initiated from victim's account via social engineering.,22.59323,75.98593,no,,
CMP-2021-1252,2021-07-14 18:18:45,Chennai,Credit Card Fraud,f137af3101d8858e,PNB856646,Card details skimmed online; multiple unauthorized international charges.,13.12857,80.38558,no,,
CMP-2021-1253,2021-08-07 15:45:39,Mumbai,Debit Card Fraud,ffa82b1a58569c0d,PNB417929,Card cloned at compromised POS terminal; cash withdrawn from ATM.,19.11067,72.88945,no,,
CMP-2023-1254,2023-03-02 02:49:02,Chennai,KYC Fraud,b3385224b8df4b11,BOB325663,Fraudster posing as bank official updated KYC and drained the account.,13.16092,80.25178,no,,
CMP-2023-1255,2023-09-02 06:35:56,Hyderabad,SIM Swap,31ea53e27c82486d,HDFC733992,SIM swapped without consent; OTPs intercepted and account emptied.,17.3546,78.39108,yes,ATM-0003,2023-09-03 11:54:58
CMP-2019-1256,2019-02-11 00:19:01,Pune,Credit Card Fraud,9df62b0f299c9a74,PNB584904,Card details skimmed online; multiple unauthorized international charges.,18.55012,73.99947,yes,ATM-0114,2019-02-11 16:30:16
CMP-2023-1257,2023-04-03 10:30:12,Bengaluru,UPI Fraud,8c43494956c4e900,PNB863535,Unauthorized UPI transaction initiated from victim's account via social engineering.,13.03521,77.69269,no,,
CMP-2022-1258,2022-10-22 18:53:08,Kolkata,SIM Swap,4298a7a10126e0c4,BOB684745,SIM swapped without consent; OTPs intercepted and account emptied.,22.42637,88.31608,yes,ATM-0228,2022-10-23 05:48:49
CMP-2024-1259,2024-02-15 21:27:19,Ahmedabad,Debit Card Fraud,22d35a2b7247438c,SBIN805676,Card cloned at compromised POS terminal; cash withdrawn from ATM.,22.98952,72.54228,no,,
CMP-2022-1260,2022-06-05 17:56:17,Mumbai,OTP Scam,d695780a0aa36a55,KOTAK187128,Victim shared OTP with caller impersonating bank support; funds transferred.,18.98827,73.02316,yes,ATM-0150,2022-06-07 23:59:59
CMP-2021-1261,2021-09-16 05:37:59,Ahmedabad,Phishing,77a338c4b4cbb679,UNION713350,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,22.92252,72.52689,yes,ATM-0012,2021-09-18 11:43:59
CMP-2020-1262,2020-09-13 23:56:59,Coimbatore,OTP Scam,4a9b37df27691b9b,YESB663706,Victim shared OTP with caller impersonating bank support; funds transferred.,10.90631,76.98794,no,,
CMP-2019-1263,2019-08-01 11:35:13,Bengaluru,Debit Card Fraud,fc8df1d5ffd8d360,UNION403404,Card cloned at compromised POS terminal; cash withdrawn from ATM.,12.87519,77.49234,no,,
CMP-2023-1264,2023-05-29 04:52:55,Pune,SIM Swap,ced606c5e2377b28,KOTAK887775,SIM swapped without consent; OTPs intercepted and account emptied.,18.43573,73.97684,yes,ATM-0186,2023-05-31 02:15:42
CMP-2022-1265,2022-12-26 08:06:39,Surat,KYC Fraud,19a47afe8ee65a9c,CNRB658375,Fraudster posing as bank official updated KYC and drained the account.,21.13785,72.93882,no,,
CMP-2021-1266,2021-10-13 10:27:02,Patna,OTP Scam,6070ce2ef6fc9afb,SBIN519487,Victim shared OTP with caller impersonating bank support; funds transferred.,25.53062,85.1474,yes,ATM-0238,2021-10-15 09:41:47
CMP-2023-1267,2023-02-06 05:22:11,Mumbai,Loan Fraud,47c523f8ebb16de9,YESB538587,Fraudulent loan approved in victim's name; money diverted to mule account.,19.04909,72.91863,no,,
CMP-2019-1268,2019-10-31 14:40:20,Lucknow,SIM Swap,d8330a3e4ed1360b,UNION698301,SIM swapped without consent; OTPs intercepted and account emptied.,26.91634,81.07985,yes,ATM-0128,2019-11-01 02:39:26
CMP-2022-1269,2022-10-02 11:02:08,Surat,UPI Fraud,989f620555d157a1,HDFC879055,Unauthorized UPI transaction initiated from victim's account via social engineering.,21.2006,72.91806,yes,ATM-0262,2022-10-05 01:12:11
CMP-2024-1270,2024-02-07 00:38:57,Delhi,OTP Scam,bcffb23aa88e40cf,AXIS283722,Victim shared OTP with caller impersonating bank support; funds transferred.,28.69575,77.16634,yes,ATM-0068,2024-02-07 21:44:37
CMP-2024-1271,2024-05-13 17:31:49,Bengaluru,Investment Scam,155225a0f4b1a7c6,BOB356950,Victim lured into fake crypto/stock investment platform and lost deposits.,13.0267,77.5777,yes,ATM-0091,2024-05-16 15:34:20
CMP-2021-1272,2021-12-31 23:18:08,Mumbai,Investment Scam,a62d13fa8031d52d,KOTAK267003,Victim lured into fake crypto/stock investment platform and lost deposits.,18.99946,72.94431,yes,ATM-0384,2022-01-01 01:37:46
CMP-2023-1273,2023-01-23 00:39:25,Patna,SIM Swap,b70742ec99635237,YESB173783,SIM swapped without consent; OTPs intercepted and account emptied.,25.67901,85.27487,no,,
CMP-2022-1274,2022-03-23 07:33:45,Coimbatore,Investment Scam,761b66b75e7807f4,CNRB849484,Victim lured into fake crypto/stock investment platform and lost deposits.,10.87392,76.95004,no,,
CMP-2020-1275,2020-10-03 21:10:12,Pune,Phishing,3013a482dbfc665b,YESB851435,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,18.64862,73.89548,yes,ATM-0064,2020-10-04 04:37:51
CMP-2024-1276,2024-01-30 22:20:56,Madurai,Investment Scam,34b7fcff4501f564,ICICI857065,Victim lured into fake crypto/stock investment platform and lost deposits.,9.82589,78.09367,yes,ATM-0125,2024-02-02 07:37:43
CMP-2020-1277,2020-04-05 07:06:31,Mumbai,KYC Fraud,9397a82787100ec7,ICICI580501,Fraudster posing as bank official updated KYC and drained the account.,19.19576,72.87517,yes,ATM-0134,2020-04-06 07:45:52
CMP-2023-1278,2023-02-19 00:35:00,Kolkata,OTP Scam,3d23b5c510b7a1ed,PNB695833,Victim shared OTP with caller impersonating bank support; funds transferred.,22.50519,88.22462,yes,ATM-0268,2023-02-19 21:21:01
CMP-2020-1279,2020-04-29 06:11:47,Kolkata,Investment Scam,2e7f1370b1531ec2,PNB421559,Victim lured into fake crypto/stock investment platform and lost deposits.,22.70604,88.26139,no,,
CMP-2021-1280,2021-11-07 08:22:41,Ahmedabad,Lottery Scam,c97fca041b1f66a8,SBIN253643,Victim paid processing fee for fake lottery winnings and lost money.,23.05473,72.67914,yes,ATM-0117,2021-11-07 10:23:40
CMP-2020-1281,2020-04-08 18:02:12,Hyderabad,Credit Card Fraud,5de5004ac0f31f48,HDFC372022,Card details skimmed online; multiple unauthorized international charges.,17.34425,78.48928,no,,
CMP-2022-1282,2022-02-06 08:21:20,Ahmedabad,Investment Scam,d90b13f2cc2c8413,KOTAK775127,Victim lured into fake crypto/stock investment platform and lost deposits.,22.91926,72.67718,yes,ATM-0192,2022-02-07 11:34:12
CMP-2024-1283,2024-07-22 01:06:42,Surat,Credit Card Fraud,4ab687cee9b25d58,BOB283906,Card details skimmed online; multiple unauthorized international charges.,21.1654,72.79506,no,,
CMP-2019-1284,2019-05-22 20:57:01,Bengaluru,Lottery Scam,a089c578ff82d3d4,AXIS257379,Victim paid processing fee for fake lottery winnings and lost money.,12.90509,77.678,no,,
CMP-2022-1285,2022-11-25 03:25:28,Kolkata,OTP Scam,751d5146d2079593,UNION769658,Victim shared OTP with caller impersonating bank support; funds transferred.,22.69449,88.46589,no,,
CMP-2023-1286,2023-09-12 17:52:11,Jaipur,Debit Card Fraud,ad3ef079d40a3acd,AXIS481220,Card cloned at compromised POS terminal; cash withdrawn from ATM.,26.96167,75.75685,yes,ATM-0169,2023-09-14 06:24:13
CMP-2020-1287,2020-08-17 19:09:56,Jaipur,SIM Swap,bef74f79390f656a,HDFC568328,SIM swapped without consent; OTPs intercepted and account emptied.,26.93241,75.71169,yes,ATM-0379,2020-08-18 08:19:08
CMP-2024-1288,2024-08-13 12:09:26,Patna,Debit Card Fraud,6d6368e038c5d71f,BOB286049,Card cloned at compromised POS terminal; cash withdrawn from ATM.,25.45617,85.17034,no,,
CMP-2019-1289,2019-07-20 04:01:55,Bengaluru,UPI Fraud,bff31cce7b1ae40c,CNRB417467,Unauthorized UPI transaction initiated from victim's account via social engineering.,12.83986,77.51288,no,,
CMP-2022-1290,2022-06-27 13:31:28,Ahmedabad,UPI Fraud,a8a25f8f43990fbf,HDFC434347,Unauthorized UPI transaction initiated from victim's account via social engineering.,23.1095,72.44332,no,,
CMP-2021-1291,2021-08-26 04:46:05,Ahmedabad,Debit Card Fraud,68f5eafac0de4d0e,CNRB718005,Card cloned at compromised POS terminal; cash withdrawn from ATM.,22.937,72.56757,no,,
CMP-2022-1292,2022-06-28 12:49:30,Patna,UPI Fraud,0a1c3ea246992200,BOB915158,Unauthorized UPI transaction initiated from victim's account via social engineering.,25.63689,85.16428,no,,
CMP-2023-1293,2023-07-14 09:28:32,Chennai,Lottery Scam,74c4537649f01b17,YESB730565,Victim paid processing fee for fake lottery winnings and lost money.,13.01392,80.31004,yes,ATM-0248,2023-07-15 22:29:53
CMP-2024-1294,2024-09-15 14:17:40,Hyderabad,Lottery Scam,cb32a003dc20fc05,AXIS457713,Victim paid processing fee for fake lottery winnings and lost money.,17.31759,78.50508,yes,ATM-0226,2024-09-15 22:19:14
CMP-2023-1295,2023-07-16 17:41:50,Delhi,OTP Scam,ca31cc442ff56e1e,KOTAK634299,Victim shared OTP with caller impersonating bank support; funds transferred.,28.69525,77.00144,yes,ATM-0222,2023-07-18 18:09:05
CMP-2019-1296,2019-07-27 04:45:44,Patna,OTP Scam,4954f942001a8e67,CNRB962514,Victim shared OTP with caller impersonating bank support; funds transferred.,25.4989,85.22124,no,,
CMP-2020-1297,2020-04-12 03:46:25,Jaipur,Lottery Scam,503fd3e09d9efc78,CNRB594797,Victim paid processing fee for fake lottery winnings and lost money.,26.79328,75.72732,no,,
CMP-2022-1298,2022-06-05 01:54:25,Delhi,KYC Fraud,ba8addc4a2174a11,AXIS903625,Fraudster posing as bank official updated KYC and drained the account.,28.67297,77.00403,yes,ATM-0340,2022-06-05 13:13:14
CMP-2024-1299,2024-09-27 03:28:47,Ahmedabad,Investment Scam,88c1ef78ad045c98,YESB917632,Victim lured into fake crypto/stock investment platform and lost deposits.,23.09044,72.49002,yes,ATM-0156,2024-09-28 06:10:36
CMP-2020-1300,2020-11-01 22:55:25,Coimbatore,KYC Fraud,222b137a9eb190b1,KOTAK571552,Fraudster posing as bank official updated KYC and drained the account.,10.95921,76.97479,no,,
CMP-2019-1301,2019-01-13 10:17:03,Pune,Phishing,1b1a072455b0d4b6,KOTAK777162,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,18.61201,73.9992,no,,
CMP-2019-1302,2019-02-12 16:18:59,Coimbatore,Debit Card Fraud,72b0516cb52abed5,PNB409116,Card cloned at compromised POS terminal; cash withdrawn from ATM.,11.11657,76.8129,yes,ATM-0196,2019-02-13 15:45:57
CMP-2022-1303,2022-05-11 21:34:53,Bengaluru,Debit Card Fraud,71d799797de750e5,CNRB561481,Card cloned at compromised POS terminal; cash withdrawn from ATM.,13.07852,77.47665,yes,ATM-0167,2022-05-14 01:37:35
CMP-2024-1304,2024-08-24 19:31:43,Lucknow,OTP Scam,bbbf4e23bda2348e,YESB821211,Victim shared OTP with caller impersonating bank support; funds transferred.,26.98462,81.00815,yes,ATM-0311,2024-08-26 13:43:44
CMP-2019-1305,2019-05-10 23:06:56,Chennai,KYC Fraud,e6ebf7d1ed875557,CNRB487395,Fraudster posing as bank official updated KYC and drained the account.,13.06414,80.20597,no,,
CMP-2024-1306,2024-04-13 22:36:09,Mumbai,KYC Fraud,ed9882abf796a964,YESB964352,Fraudster posing as bank official updated KYC and drained the account.,18.97153,72.77283,yes,ATM-0103,2024-04-15 15:03:17
CMP-2021-1307,2021-08-18 05:31:36,Kolkata,Investment Scam,96c7aef1b2be7850,PNB683715,Victim lured into fake crypto/stock investment platform and lost deposits.,22.58191,88.30133,yes,ATM-0035,2021-08-20 20:13:08
CMP-2023-1308,2023-03-13 01:25:52,Coimbatore,KYC Fraud,e1876e78b3e9adfe,BOB883572,Fraudster posing as bank official updated KYC and drained the account.,11.13218,76.86104,no,,
CMP-2021-1309,2021-10-06 14:54:04,Kolkata,Debit Card Fraud,0b050c7a4456b5ca,PNB367762,Card cloned at compromised POS terminal; cash withdrawn from ATM.,22.60369,88.4937,yes,ATM-0329,2021-10-07 20:28:38
CMP-2021-1310,2021-05-18 07:27:31,Ahmedabad,Phishing,1c170cba616c6db5,CNRB163214,Victim received fraudulent email/SMS posing as bank and disclosed credentials.,23.14639,72.57508,yes,ATM-0224,2021-05-21 07:08:45
CMP-2024-1311,2024-10-03 21:30:20,Patna,KYC Fraud,f75a7fc0008f01ee,CNRB615909,Fraudster posing as bank official updated KYC and drained the account.,25.52889,85.08773,yes,ATM-0039,2024-10-05 14:12:28
CMP-2024-1312,2024-11-04 12:46:50,Madurai,UPI Fraud,8ff476f335f3aa0c,SBIN937383,Unauthorized UPI transaction initiated from victim's account via social engineering.,9.92925,78.22525,no,,
CMP-2021-1313,2021-10-23 08:48:22,Surat,Debit Card Fraud,eec3a10050353f1a,ICICI904378,Card cloned at compromised POS terminal; cash withdrawn from ATM.,21.22539,72.92643,no,,
CMP-2024-1314,2024-05-02 13:53:04,Coimbatore,Credit Card Fraud,53871487b08a96e0,KOTAK176573,Card details skimmed online; multiple unauthorized international charges.,10.9213,76.97837,no,,
CMP-2023-1315,2023-09-08 10:02:29,Coimbatore,Loan Fraud,aee1385ff8189244,YESB702656,Fraudulent loan approved in victim's name; money diverted to mule account.,10.95494,76.99291,yes,ATM-0005,2023-09-09 02:15:28
CMP-2021-1316,2021-07-24 21:14:13,Hyderabad,Debit Card Fraud,38d8746d1ba81337,KOTAK658224,Card cloned at compromised POS terminal; cash withdrawn from ATM.,17.37233,78.53632,no,,
CMP-2022-1317,2022-06-12 14:16:10,Kolkata,Investment Scam,6c9fdf948c886439,AXIS910540,Victim lured into fake crypto/stock investment platform and lost deposits.,22.46709,88.30644,yes,ATM-0274,2022-06-14 09:36:28
CMP-2024-1318,2024-01-25 17:36:58,Madurai,Credit Card Fraud,9f0de2e62c45850d,KOTAK172631,Card details skimmed online; multiple unauthorized international charges.,9.87344,78.0644,yes,ATM-0107,2024-01-26 08:08:19
